1529680148.717412,16
1529680148.720205,14
1529680148.723188,14
1529680148.726182,11
1529680148.728937,11
1529680148.731583,10
1529680148.734359,9
1529680148.737098,9
1529680148.739724,8
1529680148.742380,7
1529680148.744899,7
1529680148.747530,7
1529680148.750213,6
1529680148.752722,6
1529680148.755310,5
1529680148.757913,5
1529680148.760366,5
1529680148.763009,6
1529680148.765619,7
1529680148.768076,9
1529680148.770741,9
1529680148.773431,9
1529680148.775928,8
1529680148.778505,8
1529680148.781154,7
1529680148.783742,7
1529680148.786318,7
1529680148.788823,7
1529680148.791399,7
1529680148.794010,7
1529680148.796693,7
1529680148.799361,7
1529680148.802069,7
1529680148.804680,5
1529680148.807165,5
1529680148.809660,5
1529680148.812130,5
1529680148.814629,5
1529680148.817130,5
1529680148.819730,6
1529680148.822191,7
1529680148.824814,9
1529680148.827481,9
1529680148.829958,10
1529680148.832424,10
1529680148.834855,10
1529680148.837454,10
1529680148.839959,10
1529680148.842493,10
1529680148.844972,10
1529680148.847617,9
1529680148.850084,9
1529680148.852758,9
1529680148.855221,9
1529680148.857723,9
1529680148.860385,9
1529680148.863086,9
1529680148.865744,7
1529680148.868286,7
1529680148.870940,7
1529680148.873451,7
1529680148.876114,6
1529680148.878657,6
1529680148.881240,5
1529680148.883641,5
1529680148.886010,5
1529680148.888489,5
1529680148.891104,6
1529680148.893547,6
1529680148.896151,6
1529680148.898860,7
1529680148.901472,8
1529680148.903941,9
1529680148.906600,10
1529680148.909026,10
1529680148.911729,10
1529680148.914311,10
1529680148.916902,10
1529680148.919620,10
1529680148.922199,10
1529680148.924751,9
1529680148.927360,9
1529680148.930029,9
1529680148.932529,9
1529680148.934982,9
1529680148.937626,9
1529680148.940078,9
1529680148.942709,9
1529680148.945344,9
1529680148.947773,8
1529680148.950214,7
1529680148.952652,7
1529680148.955083,6
1529680148.957503,5
1529680148.960091,5
1529680148.962664,5
1529680148.965187,5
1529680148.967809,5
1529680148.970204,6
1529680148.972816,6
1529680148.975256,7
1529680148.978040,8
1529680148.980612,8
1529680148.983067,9
1529680148.985558,10
1529680148.988023,10
1529680148.990453,10
1529680148.993045,10
1529680148.995449,10
1529680148.998015,10
1529680149.000509,10
1529680149.002940,8
1529680149.005571,8
1529680149.008142,8
1529680149.010539,8
1529680149.013034,7
1529680149.015431,6
1529680149.017835,7
1529680149.020260,6
1529680149.022677,7
1529680149.025112,5
1529680149.027516,5
1529680149.029902,6
1529680149.032295,6
1529680149.034659,4
1529680149.037109,7
1529680149.039470,5
1529680149.041880,6
1529680149.044268,7
1529680149.046812,6
1529680149.049199,8
1529680149.051607,6
1529680149.054054,9
1529680149.056649,7
1529680149.059046,8
1529680149.061453,9
1529680149.063818,10
1529680149.066185,11
1529680149.068585,11
1529680149.070948,11
1529680149.073301,11
1529680149.075730,11
1529680149.078166,11
1529680149.080780,11
1529680149.083220,11
1529680149.085831,11
1529680149.088294,11
1529680149.090748,11
1529680149.093490,11
1529680149.096148,11
1529680149.098610,11
1529680149.101160,11
1529680149.103925,11
1529680149.106391,11
1529680149.108846,11
1529680149.111265,9
1529680149.114067,8
1529680149.116567,7
1529680149.119090,8
1529680149.121679,7
1529680149.124104,7
1529680149.126500,7
1529680149.128970,6
1529680149.131406,7
1529680149.133810,6
1529680149.136248,7
1529680149.138681,5
1529680149.141192,7
1529680149.143634,7
1529680149.146083,8
1529680149.148488,8
1529680149.150987,5
1529680149.153525,6
1529680149.155998,8
1529680149.158536,8
1529680149.161021,8
1529680149.163528,7
1529680149.166020,7
1529680149.168511,6
1529680149.171004,5
1529680149.173478,5
1529680149.175909,5
1529680149.178389,6
1529680149.181005,7
1529680149.183489,7
1529680149.185950,7
1529680149.188445,8
1529680149.190983,7
1529680149.193463,7
1529680149.195944,7
1529680149.198458,8
1529680149.200945,7
1529680149.203415,6
1529680149.205865,5
1529680149.208320,6
1529680149.210830,6
1529680149.213523,6
1529680149.216061,7
1529680149.218922,6
1529680149.221897,5
1529680149.224788,7
1529680149.227516,7
1529680149.230350,8
1529680149.232926,8
1529680149.235445,7
1529680149.238167,7
1529680149.240893,8
1529680149.243399,7
1529680149.246137,7
1529680149.248597,6
1529680149.251281,6
1529680149.253795,6
1529680149.256244,6
1529680149.258696,6
1529680149.261332,6
1529680149.263844,7
1529680149.266337,7
1529680149.268761,7
1529680149.271434,7
1529680149.273812,8
1529680149.276266,7
1529680149.278687,6
1529680149.281204,7
1529680149.283821,8
1529680149.286165,8
1529680149.288839,7
1529680149.291209,7
1529680149.293635,7
1529680149.296107,5
1529680149.298500,6
1529680149.300892,6
1529680149.303319,6
1529680149.305718,5
1529680149.308178,6
1529680149.310560,7
1529680149.312953,7
1529680149.315401,7
1529680149.317845,7
1529680149.320307,7
1529680149.322659,8
1529680149.325217,5
1529680149.327659,6
1529680149.330067,7
1529680149.332535,7
1529680149.334944,6
1529680149.337387,7
1529680149.339797,7
1529680149.342163,6
1529680149.344721,8
1529680149.347159,7
1529680149.349596,7
1529680149.352234,6
1529680149.354851,6
1529680149.357513,6
1529680149.360170,6
1529680149.362591,6
1529680149.365026,6
1529680149.367716,7
1529680149.370136,7
1529680149.372661,7
1529680149.375069,7
1529680149.377482,6
1529680149.379968,6
1529680149.382417,6
1529680149.384858,6
1529680149.387323,6
1529680149.389746,5
1529680149.392122,5
1529680149.394528,5
1529680149.396942,5
1529680149.399389,6
1529680149.402035,6
1529680149.404446,6
1529680149.406904,7
1529680149.409333,7
1529680149.411924,7
1529680149.414372,7
1529680149.416800,8
1529680149.419263,8
1529680149.421683,10
1529680149.424073,9
1529680149.426489,8
1529680149.429020,8
1529680149.431425,6
1529680149.433838,8
1529680149.436291,7
1529680149.438796,7
1529680149.441368,5
1529680149.444026,8
1529680149.446429,6
1529680149.448817,7
1529680149.451538,7
1529680149.453943,7
1529680149.456336,7
1529680149.458756,7
1529680149.461229,8
1529680149.463629,8
1529680149.466025,7
1529680149.468411,5
1529680149.471106,5
1529680149.473536,5
1529680149.475916,7
1529680149.478290,8
1529680149.480828,7
1529680149.483232,7
1529680149.485637,4
1529680149.488234,8
1529680149.490615,8
1529680149.493202,9
1529680149.495597,9
1529680149.497938,9
